url|page_id|post_id|title|date|topics|text_content|text_length_chars|record_type
https://www.mbalacouncil.gov.zm/?page_id=169|169.0||Mandate – Mbala Municipal Council||uncategorized|Mandate – Mbala Municipal Council Menu Our Mandate Functions of Local Authorities (Councils) The Council derives its mandate from the Local Government Act which lists the following as overall functions of Local Authorities: • Maintain law and order and effective administration of Local Authorities to ensure national security; • Control the keeping and movement of livestock, slaughtering of animals, sale of meat and enforce the disposal of diseased animals carcasses or meat which is unfit for human consumption; • Take measures for storage, market and preservation of agricultural produce and prevention of agricultural produce, conservation of natural resources and prevention of soil erosion; • Control the manufacture, storage, sale and use of petroleum, fireworks gas and other combustible or dangerous substance; • Construct and maintain public roads, streets, sanitary lanes, bridges and water courses and remove all obstacles thereof; • Establish and maintain sanitation and drainage systems to facilitate the removal of refuse and effluent; • Provide for the registration of births, marriage, deaths, clubs and enumeration of persons or property connected with the administration of Council areas; • Establish and maintain colleges, schools and day nurseries; • Prepare and administer schemes for community participation in development; • Establish and maintain a system of street lighting and in public places; • Establish and maintain firefighting and prevention services in order to protect life, property and natural resources from damage by fire; • Control persons and premises engaged in manufacturing, preparations, storage handling, sale or distribution of food or drink including intoxicating substances; • Prohibit and control the use of land and erection of buildings in the interest of public health, safely and orderly development of the Council area; • Demolish or remove buildings which are a danger to public health or safety and do not conform to plans and specifications approved by the Councils; • Establish and maintain public amenities such as parks, zoos, gardens, pleasure grounds, camping grounds, caravan sites and an open spaces; • Establish and maintain hospitals, clinics, health centers and environmental and health services; and • Establish and maintain cemeteries, crematoria, and mortuaries and provide for the burial of the dead and destitute persons who die in the area of the Council. HAVE THE COUNCILS AROUND THE COUNTRY THE CAPABILITIES TO TAKE WHAT IS EXPECTED AFTER THE DEVOLUTION? (i) Local Councils are already doing tremendous work in the provision of public services and enhancing social and economic development to the local communities in the respective district boundaries. (ii) Levels of capabilities differ from one Council to another owing to different levels of development and status. The financial strength of the Lusaka City Council cannot be compared to that of a small district like say Kafue, or Chongwe. (iii) Provision of services largely depends on the balance of Estimates of Income over expenditure, meaning that each Council can only spend as much as it earns in terms of service delivery. (iv) The Decentralization Policy assures that Local communities will be empowered by devolving decision making authority, functions and matching resources from the centre to the lowest level in order to improve efficient and effectiveness in the delivery of services. HOW MUCH RESOURCES ARE ACCESSED BY LOCAL COUNCILS? (i) This depends on sources of income for each Council, and the type. (ii) Some smaller Council have a smaller annual budget of say K2.2 billion, which is far below a monthly salary wage bill for Lusaka City Council. (iii) District Councils, in addition to their local resources, receive annual grants from the centre to fund capital projects. Bigger Councils (Cities) are encouraged to generate own income from local sources of income such as property rates. Contact Information Mbala Municipal Council Mbala District Northern Province, Zambia A.K Wilombe Lane P.O Box 420057 Tel: 0971921116 Email:mbalacouncil@gmail.com Quick Links Ministry of Local Government and Rural Development Local Government Service Comission Ministry of Finance and National PlanningMinistry of Finance and National Planning Ministry of Agriculture National Assembly of Zambia Local Government Training Institute SMART Zambia ©2025. SMART Zambia Institute & Mbala Municipal Council. All Rights Reserved.|4464|page
https://www.mbalacouncil.gov.zm/?page_id=118|118.0||Who we are – Mbala Municipal Council|25 November 1918|uncategorized|Who we are – Mbala Municipal Council Menu MBALA DISTRICT NORTHERN PROVINCE - ZAMBIA OUR VISION The vision of the district is a prosperous district through provision of improved equitable, quality and diversified Municipal Services in an effective and efficient manner in order to enhance sustainable development. OUR MISSION Our mission is to “accelerate development efforts towards the vision 2030 without leaving anyone behind.” About The District Mbala District is situated in the Northern Province of the Republic of Zambia. It shares international boundaries with the Republic of Tanzania in the north, and district boundaries with Senga in the southeast, Nakonde in the east, Kasama in the south and Mpulungu in the west. The district has a surface area of about 10,832 Km2 . Mbala district has an altitude ranging from 400m above sea level in the western side where the Great Rift Valley lies and 2,067m above sea level in the South-eastern side where Nsunzu Mountain is, the highest mountain peak in the district. Temperatures range from 15o C in the cold season to 29o C in the hot season. On average, the district receives 1,200 mm of rainfall annually which is good for agriculture. Mbala District has 9 wards: Nsunzu, Lwandi, Kawimbe, Mwamba, Mwambezi, Kazimolwa, Moto Moto, Intala and Kalambo Ward. Tourist Attractions The Kalambo Falls The Kalambo Falls, Zambia’s tallest water falls standing at 235 metres tall is a single drop water fall located on the boarder of Zambia and Tanzania at the South East end of Lake Tanganyika. Downstream of the falls is the gorge with a width of about 1km and a depth of 300 meters. In 2023, archaeologists announced the discovery of wooden structures estimated to be 476,000 years old predating Homo Sapiens, making the Kalambo Falls one of the most important archaeological sites in Africa. The MotoMoto Museum Motomoto Museum located 4.2km Northeast of Mbala Town is the second largest Museum in Zambia after Livingstone Museum, furnished with a magnificent display of ethnography and cultural artifacts. It was officially opened in 1974 and named after Bishop Joseph Dupont a pioneer missionary who was nicknamed “Moto Moto” meaning fire in Swahili language. The Museum houses collections of weapons of World War I, earliest tools used by mankind, Slavery, Trade and Natural History artifacts. Investment Opportunities - Agriculture History The facility began as Tanganyika Airport in 1885 and later became known as Abercorn International Airport during the colonial period. After Zambia’s independence, it became Mbala International Airport. In the mid-1970s, it was converted mainly into a Zambia Air Force (ZAF) military facility. In 1986, it was named Samora Machel in honour of Mozambican President Samora Machel. Samora Machel’s last journey is closely linked to Mbala: he departed from the area in October 1986 before his aircraft crashed at Mbuzini, South Africa, killing him and others. The Mbala Cenotaph, also called the Mbala War Memorial or Abercorn Memorial, is an important historical monument connected with World War I. It stands at the main roundabout in Mbala, formerly known as Abercorn. It commemorates 1,467 men from Northern Rhodesia who served as carriers for the British forces during World War I and died from fighting, wounds or sickness. It particularly remembers 433 African carriers who died in Northern Rhodesia during the war. Mbala was the location of the formal surrender of the German forces in East Africa on 25 November 1918, bringing the East African campaign of World War I to an end. Contact Information Mbala Municipal Council Mbala District Northern Province, Zambia A.K Wilombe Lane P.O Box 420057 Tel: 0971921116 Email:mbalacouncil@gmail.com Quick Links Ministry of Local Government and Rural Development Local Government Service Comission Ministry of Finance and National PlanningMinistry of Finance and National Planning Ministry of Agriculture National Assembly of Zambia Local Government Training Institute SMART Zambia ©2025. SMART Zambia Institute & Mbala Municipal Council. All Rights Reserved.|4098|page
https://www.mbalacouncil.gov.zm/?page_id=3916|3916.0||Dept of Human Resource and Administration – Mbala Municipal Council||department;governance|Dept of Human Resource and Administration – Mbala Municipal Council Menu Department of Human Resource and Administration The directorate is headed by a Director who is responsible for the sections/units that fall under the department. The units that fall under the directorate are Human Resources, General Administration, Registry, Committee, and Police. Human Resource Section The Unit is responsible for personnel and establishment management. It provides strategies for the acquisition, utilization, improvement, and retention of an enterprise’s human resources. Other responsibilities for the unit are: Conducting performance appraisal. Conduct performance management. Conduct staff audit. Carry out orientation and induction programs. Management and interpretation of the conditions of service. Management of employee relations. Prevention of industrial relations. Registry Section Responsible for records management and filling of council records and correspondences. General Administration Section This unit is responsible for the general administration and running of the day-to-day office operations. The following are some of the functions/services: Facilitate the solemnizing of marriages Procure of office furniture and equipment. Promote staff health and safety in the council. Identify the number of sick people as well as visit the visit. Identify prone risk areas. Transport Management. Manages effectively the availability of transport to facilitate staff mobility and transportation of materials and equipment. Licensing and insuring. Facilitate the licensing and insurance of all vehicles for Mongu Municipal Council. Office accommodation. Provide timely provision of office space for officers to create a conducive work environment. Management of clerical services. General maintenance of office spaces and surrounding. Committee Section The committee section plays the role of secretariate in all council meetings. Their role is to document and minute all meetings a from Management meeting, various committees and the full council meeting. Council Police Section The unit is responsible for Community police, Maintain Security, and Law and order. Facilitate for Security measures, Law, and order in the Council Contact Information Mbala Municipal Council Mbala District Northern Province, Zambia A.K Wilombe Lane P.O Box 420057 Tel: 0971921116 Email:mbalacouncil@gmail.com Quick Links Ministry of Local Government and Rural Development Local Government Service Comission Ministry of Finance and National PlanningMinistry of Finance and National Planning Ministry of Agriculture National Assembly of Zambia Local Government Training Institute SMART Zambia ©2025. SMART Zambia Institute & Mbala Municipal Council. All Rights Reserved.|2754|page
https://www.mbalacouncil.gov.zm/?p=4201||4201.0|CDF UPGRADES MBULU MARKET WITH A MODERN MARKET SHELTER|2026-09-10T13:08:02+00:00|cdf|Significant progress has been made in the construction of Mbulu Modern Market Shelter, a key project in Mbala, funded under the 2024 and 2025 Constituency Development Fund (CDF) allocations. With a total project cost of 6.8 million Kwacha, the project was flagged off on 30 th December 2025 and is set to enhance local commerce in the District. With the Substructure erected and Roofing installed, the contractor is currently laying the concrete slab which will form the foundation of the 36.4m x 30m Market Shelter, representing 65% progress towards completion. The Market Shelter will also feature 260 Lockable Storage Stands for Marketeers seeking to secure goods overnight. Furthermore, Security Lights will be installed to enhance safety and extend trading hours within the facility. As part of the project scope, a 10,000 Litre capacity Water Reticulation System has been successfully installed, ensuring that the market will have reliable water supply for vendors and patrons. Mbulu Market is recognized as the biggest market in Mbala with a population of over 1000 people, serving as a vital economic hub for the District. The modernization of this market facility will provide a safer, secure and dignified trading space, envisioned to ultimately boost local commerce and economic growth in the District.|1313|post
https://www.mbalacouncil.gov.zm/?page_id=187|187.0||News Updates – Mbala Municipal Council|24 and 2025|cdf;budget_finance;department;news|News Updates – Mbala Municipal Council Menu Latest News Updates CDF UPGRADES MBULU MARKET WITH A MODERN MARKET SHELTER Significant progress has been made in the construction of Mbulu Modern Market Shelter, a key project in Mbala, funded under the 2024 and 2025 Constituency Development Fund (CDF) allocations. With a total project cost of 6.8 million Kwacha, the project was flagged off on 30th December 2025 and is set to enhance local commerce in… Continue reading CDF UPGRADES MBULU MARKET WITH A MODERN MARKET SHELTER MBALA CBD GETS FACELIFT THROUGH THE PRESIDENT AVENUE CDF PROJECT Mbala District is bustling with excitement as the President Avenue Constituency Development Fund project is underway, promising to enhance the infrastructure and aesthetics of the Central Business District. Funded under the 2025 CDF allocation at a cost of 8.7 million kwacha, this high value project focuses on a critical 2.5 kilometer stretch of Mbala’s main… Continue reading MBALA CBD GETS FACELIFT THROUGH THE PRESIDENT AVENUE CDF PROJECT MBALA DISTRICT SHOWCASES AT THE 2026 PROVINCIAL AGRICULTURE, TOURISM AND INVESTMENT EXPO IN KASAMA. Mbala District successfully participated in the 2026 Provincial Agriculture, Tourism and Investment expo, held from 19th to 21st June 2026, at the Kasama Showgrounds, under the Theme; “Fostering Trade and Investment.” Officers took time to sensitize the public on services provided by various Service Departments and Institutions in the District, including Agriculture, Health Services, Fisheries… Continue reading MBALA DISTRICT SHOWCASES AT THE 2026 PROVINCIAL AGRICULTURE, TOURISM AND INVESTMENT EXPO IN KASAMA. Contact Information Mbala Municipal Council Mbala District Northern Province, Zambia A.K Wilombe Lane P.O Box 420057 Tel: 0971921116 Email:mbalacouncil@gmail.com Quick Links Ministry of Local Government and Rural Development Local Government Service Comission Ministry of Finance and National PlanningMinistry of Finance and National Planning Ministry of Agriculture National Assembly of Zambia Local Government Training Institute SMART Zambia ©2025. SMART Zambia Institute & Mbala Municipal Council. All Rights Reserved.|2167|page
https://www.mbalacouncil.gov.zm/?page_id=2216|2216.0||Investment Opportunities – Mbala Municipal Council||budget_finance|Investment Opportunities – Mbala Municipal Council Menu Contact Information Mbala Municipal Council Mbala District Northern Province, Zambia A.K Wilombe Lane P.O Box 420057 Tel: 0971921116 Email:mbalacouncil@gmail.com Quick Links Ministry of Local Government and Rural Development Local Government Service Comission Ministry of Finance and National PlanningMinistry of Finance and National Planning Ministry of Agriculture National Assembly of Zambia Local Government Training Institute SMART Zambia ©2025. SMART Zambia Institute & Mbala Municipal Council. All Rights Reserved.|577|page
https://www.mbalacouncil.gov.zm/?page_id=4328|4328.0||E-Services Portal – Mbala Municipal Council||cdf;budget_finance|E-Services Portal – Mbala Municipal Council Menu E-Services E-Council Portal ZamPortal iCDF-MIS Portal e-GP System Contact Information Mbala Municipal Council Mbala District Northern Province, Zambia A.K Wilombe Lane P.O Box 420057 Tel: 0971921116 Email:mbalacouncil@gmail.com Quick Links Ministry of Local Government and Rural Development Local Government Service Comission Ministry of Finance and National PlanningMinistry of Finance and National Planning Ministry of Agriculture National Assembly of Zambia Local Government Training Institute SMART Zambia ©2025. SMART Zambia Institute & Mbala Municipal Council. All Rights Reserved.|636|page
https://www.mbalacouncil.gov.zm/?page_id=3670|3670.0||CDF Projects Implemented – Mbala Municipal Council||cdf;budget_finance|CDF Projects Implemented – Mbala Municipal Council Menu CDF PROJECTS IMPLEMENTED BY WARD Kawimbe Ward Water Borne Ablution Block and Mechanised Water Reticulation System Constructed at Kawimbe Day Secondary School under the 2024 CDF alloation. 1×3 Classroom Block Constructed at Kawimbe Day Secondary School under the 2022 CDF allocation, furnished with 60 Desks procured under the 2023/4 CDF allocation. Nzunzu Ward Mechanised Water Reticulation System constructed at Uningi Rural Health Post to supply water to the CDF constructed Ablution Block. Waterborne Ablution Block Constructed at Uningi Rural Health Post under the 2023 CDF allocation. Contact Information Mbala Municipal Council Mbala District Northern Province, Zambia A.K Wilombe Lane P.O Box 420057 Tel: 0971921116 Email:mbalacouncil@gmail.com Quick Links Ministry of Local Government and Rural Development Local Government Service Comission Ministry of Finance and National PlanningMinistry of Finance and National Planning Ministry of Agriculture National Assembly of Zambia Local Government Training Institute SMART Zambia ©2025. SMART Zambia Institute & Mbala Municipal Council. All Rights Reserved.|1167|page
https://www.mbalacouncil.gov.zm/?page_id=959|959.0||Publications – Mbala Municipal Council|19 of 2020|cdf;budget_finance;development_plan;notice;news;governance|Publications – Mbala Municipal Council Menu BUDGETS & FINANCIAL DOCUMENTS CDF PROJECTS AUDIT REPORTS STAKEHOLDER ENGAGEMENT MINUTES STAKEHOLDER ENGAGEMENT PLAN IDP ADVERTS SOPs-DEVOLVED FUNCTIONS FOR L,A's NEWSLETTERS PRESS STATEMENTS PROCUREMENT PLANS ACTS AND POLICIES BUDGETS & FINANCIAL DOCUMENTS MBALA MUNICIPAL COUNCIL 2026 OBB BUDGET PUBLISHED: August 19, 2026 ZDSP SELF ASSESSMENT TOOL MBALA PUBLISHED: December 31, 2025 LETTER OF ENGAGEMENT FOR AUDIT OF 2024 FINANCIALSTATEMENTS PUBLISHED: December 31, 2025 MINISTERIAL APPROVAL OF 2025 MBALA COUNCIL BUDGET PUBLISHED: December 31, 2025 SUBMISSION LETTER OF 2024 FINANCIAL STATEMENTS FOR AUDIT PUBLISHED: December 31, 2025 COMPLETION OF AUDIT FOR 2024 FINANCIAL STATEMENTS PUBLISHED: December 31, 2025 INTERNAL NOTICE OF AUDIT FOR 2024 FINANCIAL STATEMENTS PUBLISHED: December 31, 2025 COUNCIL MINUTES FOR APPROVAL OF 2024 AUDITED FINANCIAL STATEMENTS PUBLISHED: December 31, 2025 SUBMISSION OF 2024 FINANCIAL STATEMENTS FOR AUDIT PUBLISHED: December 31, 2025 2025 OBB BUDGET PUBLISHED: December 4, 2025 2025 BI ANNUAL PERFORMANCE PUBLISHED: November 7, 2025 2024 FINANCIAL STATEMENTS PUBLISHED: October 22, 2025 2024 OBB BUDGET ESTIMATES PUBLISHED: August 8, 2024 2023 FINANCIAL STATEMENTS PUBLISHED: August 9, 2024 2022 FINANCIAL STATEMENTS PUBLISHED: September 18, 2024 2021 FINANCIAL STATEMENTS PUBLISHED: September 18, 2024 2020 FINANCIAL STATEMENTS PUBLISHED: September 18, 2024 2019 INANCIAL STATEMENTS PUBLISHED: September 18, 2024 2018 FINANCIAL STATEMENTS PUBLISHED: September 18, 2024 CDF PROJECTS CONVEYANCE LETTER FOR 2026 CDF COMMUNITY PROJECTS PUBLISHED: February 9, 2026 LIST OF SUCCESSFUL APPLICANTS FOR 2026 CDF SECONDARY BOARDING SCHOOL BURSARY FOR NEW APPLICANTS UNDER MBALA CONSTITUENCY PUBLISHED: January 23, 2026 LIST OF SUCCESSFUL APPLICANTS FOR 2026 CDF SECONDARY BOARDING SCHOOL BURSARY FOR RETURNING APPLICANTS UNDER MBALA CONSTITUENCY PUBLISHED: January 23, 2026 LIST OF SUCCESSFUL APPLICANTS FOR 2026 CDF SKILLS DEVELOPMENT BURSARY FOR NEW APPLICANTS UNDER MBALA CONSTITUENCY PUBLISHED: January 23, 2026 LIST OF SUCCESSFUL APPLICANTS FOR 2026 CDF SKILLS DEVELOPMENT BURSARY FOR RETURNING APPLICANTS UNDER MBALA CONSTITUENCY PUBLISHED: January 23, 2026 MBALA CONVEYANCE – SECONDARY BOARDING AND SKILLS DEVELOPMENT BURSARIES PUBLISHED: January 23, 2026 LIST OF 2025 CDF PROJECTS BROKEN DOWN PUBLISHED: December 31, 2025 LIST OF 2024 CDF PROJECTS BROKEN DOWN PUBLISHED: December 31, 2025 MINUTES OF CDFC DESK APPRAISAL MEETING FOR 2025 CDF PROJECTS PUBLISHED: December 31, 2025 NOTIFICATION OF 2025 REJECTED CDF PROJECTS TO WDCs PUBLISHED: December 31, 2025 CONVEYANCE LETTER FOR APPROVAL OF 2025 CDF PROJECTS, BURSARIES AND EMPOWERMENT FUNDS PUBLISHED: December 30, 2025 2025 CDF APPROVED DISASTER PROJECTS PUBLISHED: June 12, 2025 2024 APPROVED CDF SECONDARY BOARDING SCHOOL BURSARY MBALA CONSTITUENCY PUBLISHED: September 16, 2024 2024 APPROVED CDF SKILLS DEVELOPMENT BURSARY MBALA CONSTITUENCY PUBLISHED: September 16, 2024 2024 APPROVED CDF EMPOWERMENT LOANS MBALA CONSTITUENCY PUBLISHED: September 16, 2024 2024 APPROVED CDF EMPOWERMENT GRANTS MBALA CONSTITUENCY PUBLISHED: September 16, 2024 AUDIT REPORTS AUDIT REPORTS STAKEHOLDER ENGAGEMENT MINUTES MINUTES OF CITIZEN STAKEHOLDERS MEETING FOR 2025 BUDGET PREPARATION – DECEMBER 2024 PUBLISHED: December 31, 2025 MINUTES OF BUSINESS STAKEHOLDERS MEETING FOR 2025 BUDGET PREPARATION – NOVEMBER 2024 PUBLISHED: December 31, 2025 2025 CITIZEN STAKEHOLDERS MINUTES FOR DRAFT CDF REVISED GUIDELINES PUBLISHED: July 3, 2025 2025 CITIZEN STAKEHOLDERS MINUTES FOR IDP CONSULTATION PUBLISHED: July 3, 2025 2023 BUSINESS STAKEHOLDERS MEETING PUBLISHED: October 4, 2024 2024 BUSINESS STAKEHOLDERS BUDGET PREPARATION MEETING PUBLISHED: October 3, 2024 STAKEHOLDER ENGAGEMENT PLAN 2025 STAKEHOLDER ENGAGEMENT PLAN MBALA PUBLISHED: November 18, 2025 IDP INTERGRATED DEVELOPMENT PLAN ADVERTS APPROVED 2025 CDF SECONDARY SCHOOL BURSARIES MBALA CONSTITUENCY APPROVED 2025 CDF SKILLS DEVELOPMENT BURSARIES MBALA CONSTITUENCY APPLICATION FOR RIVERSIDE PLOTS NOTICE PAYMENT OF PROPERTY RATES SEP 2024 EXTENSION OF CDF APPLICATIONS FOR 2025 2025 CDF COMMUNITY PROJECTS ADVERT 2025 CDF LOANS ADVERT 2025 CDF GRANTS ADVERT 2025 CDF SKILLS ADVERT 2025 CDF SEC SCH ADVERT 2024 CDF COMMUNITY PROJECTS EXTENSION ADVERT 2024 CDF GRANTS ADVERT 2024 CDF LOANS ADVERT 2024 CDF SEC SCH ADVERT 2024 CDF SKILLS ADVERT HILLTOP PLOTS ADVERT KASENGA MARKET PLOTS ADVERTS SOPs-DEVOLVED FUNCTIONS FOR L,A's Standard Operating Procedures -MARITIME Standard Operating Procedures -PONTOONS Standard Operating Procedures -HEALTH SERVICES Standard Operating Procedures -HARID Standard Operating Procedures -CULTURAL MATTERS Standard Operating Procedures -COMMUNITY SPORTS NEWSLETTERS MBALA MUNICIPAL COUNCIL NEWSLETTER 1 PRESS STATEMENTS statement PROCUREMENT PLANS PROCUREMENT PLAN ACTS AND POLICIES The Zambia National Public Health Institute Act No. 19 of 2020pdf The Occupational Health and Safety Act – 2010 The Food Safety Act No. 7, 2019 SI-2011-96 si_2012_23 ON LIQUOR PACKAGING Landlord and Tenant (Business Premises) Act Environmetal Mangement Act 12 of 2011 The Urban and Regional Planning Act, 2015 The Solid Waste Regulation and Management Act, 2018 Lands and Deeds Registry Act Liqour Licensing Act, 2011 Registration of Business Names Act, 2011 The Constituency Development Fund Act No. 11 of 2018 The Local Government Act No. 2 of 2019 The Public Finance Management ACT 2018 Act No. 3 The Data Protection Act 2021_0 (2) EIGHTH NATIONAL DEVELOPMENT PLAN 2022-2026 LA Financial Regulations LAND ADMINISTRATIO AND ALLOCATION (2)_075741 Lands Acquisition Act The Public Procurement Act No. 8 2020 Contact Information Mbala Municipal Council Mbala District Northern Province, Zambia A.K Wilombe Lane P.O Box 420057 Tel: 0971921116 Email:mbalacouncil@gmail.com Quick Links Ministry of Local Government and Rural Development Local Government Service Comission Ministry of Finance and National PlanningMinistry of Finance and National Planning Ministry of Agriculture National Assembly of Zambia Local Government Training Institute SMART Zambia ©2025. SMART Zambia Institute & Mbala Municipal Council. All Rights Reserved.|6229|page
https://www.mbalacouncil.gov.zm|||Mbala Municipal Council – Mbala|24 and 2025|cdf|CDF UPGRADES MBULU MARKET WITH A MODERN MARKET SHELTER Significant progress has been made in the construction of Mbulu Modern Market Shelter, a key project in Mbala, funded under the 2024 and 2025 Constituency Read More »|221|unclassified
https://www.mbalacouncil.gov.zm/?page_id=2933|2933.0||Overview – Mbala Municipal Council||cdf;budget_finance|Overview – Mbala Municipal Council Menu CDF OVERVIEW The Constituency Development Fund (CDF) continues to redefine governance in Zambia. In the 2026 Budget, allocations have risen to K40 million per constituency from the K1.6 million in 2021, bringing the national total to K6.245 billion. The CDF is not simply a funding source; it represents decentralisation and community-driven development. Citizens directly shape their priorities, whether in classrooms, health facilities, bridges, or youth enterprises. The President has prioritised CDF because it delivers tangible outcomes that citizens can see and feel. Evidence-led implementation is central to this priority. The Presidential Delivery Unit is working with the Ministry of Local Government and Rural Development to strengthen impact measurement, enhance citizen engagement, and deploy digital systems for CDF management and reporting. The goal is to ensure transparency, accountability, and timely delivery. Already, thousands of projects have been funded since the CDF’s expansion. But success depends on partnerships. Local authorities must improve oversight, civil society should support monitoring, and communities must take ownership of projects. The private sector also has a role in co-financing youth skills training and community infrastructure. By linking CDF to the President’s vision of inclusive growth and equity, Zambia is building a governance model that empowers citizens, strengthens service delivery, and ensures that development is achieved constituency by constituency. With improved systems and accountability, the CDF is becoming a symbol of responsive governance. CDF PERFOMANCE IN MBALA FROM 2022 TO DATE 23 Classroom Blocks constructed from 2022 to date 9200 Desks Procured 10 projects implemented under the Health Sector 502 Cooperatives Empowerment with Grants 118 Small and Medium scale enterprises Empowered Loans. Contact Information Mbala Municipal Council Mbala District Northern Province, Zambia A.K Wilombe Lane P.O Box 420057 Tel: 0971921116 Email:mbalacouncil@gmail.com Quick Links Ministry of Local Government and Rural Development Local Government Service Comission Ministry of Finance and National PlanningMinistry of Finance and National Planning Ministry of Agriculture National Assembly of Zambia Local Government Training Institute SMART Zambia ©2025. SMART Zambia Institute & Mbala Municipal Council. All Rights Reserved.|2427|page
https://www.mbalacouncil.gov.zm/?p=4014||4014.0|MBALA MUNICIPAL COUNCIL LAUNCHES MOMOPAY COLLECTIONS ACCOUNT|2026-03-26T07:53:39+00:00|news|GOOD NEWS TO ALL OUR CLIENTS!! PAYMENTS FOR LOCAL TAXES, FEES AND RENEWAL OF LICENSES CAN NOW BE MADE CONVENIENTLY THROUGH OUR MOMOPAY COLLECTIONS ACCOUNT.|155|post
https://www.mbalacouncil.gov.zm/?p=3502||3502.0|CDF ABLUTION BLOCK NEARS COMPLETION IN KAWIMBE WARD|2025-12-02T09:51:44+00:00|cdf;ward|Mbala Municipal Council has made 80% progress on the construction of a Water Borne Ablution Block, coupled with a Mechanised Water Reticulation System at Kawimbe Secondary School in Kawimbe Ward, under the 2024 Constituency Development Fund. Kawimbe Secondary School is a 1×3 Classroom Block which was implemented under the 2022 CDF allocation and has now been equipped with a water and sanitation system. Previously, Kawimbe Secondary School was operating in a 1×2 Classroom Block stationed at Kawimbe Primary School, overwhelming both the infrastructure and users of the school. The implementation of the Kawimbe Secondary School project has now guaranteed that learners in the area will have access to Secondary Education in a conducive environment with a Water Borne Ablution Block and safe, clean water. Additionally, the classroom block has been furnished with 60 desks procured under CDF, meeting the presidential directive to ensure that no child sits on the floor. Exterior of the Kawimbe Secondary School Waterborne Ablution Block Exterior of the Kawimbe Secondary School Ablution Block Exterior of the Kawimbe Secondary School Ablution Block Exterior of the Kawimbe Secondary School Ablution Block Interior of the Kawimbe Secondary School Ablution Block Interior of the Kawimbe Secondary School Ablution Block Interior of the Kawimbe Secondary School Ablution Block Interior of the Kawimbe Secondary School Ablution Block Interior of the Kawimbe Secondary School Ablution Block Interior of the Kawimbe Secondary School Ablution Block Water Tap Installed. Kawimbe Secondary School 1×3 Classroom Block.|1611|post
https://www.mbalacouncil.gov.zm/?p=3460||3460.0|CITIZENS’ VERSION IDPs INTRODUCED|2025-12-02T08:35:25+00:00|development_plan|The Ministry of Local Government and Rural Development has embarked on the development of Citizen’s Version Integrated Development Plans (IDPs) in all 116 districts across the nation. The Integrated Development Plan is a comprehensive document which captures critical information on developmental programmes to be implemented in the district over a period of ten years, subject to review every five years. As a critical process in the development of Citizen’s Version Integrated Development Plans, the Ministry of Local Government and Rural Development, in collaboration with UNICEF and the Policy Monitoring and Research Centre, undertook Backstopping and Finalization Workshops in provincial centres across the country to ensure the development of quality Citizen’s Version IDPs. Speaking during the official opening of the Northern and Luapula Province Backstopping and Orientation Workshop held from 15th to 22nd September 2025 at Teja Executive Lodge in Mansa, Deputy Permanent Secretary for Luapula Province, Mr. Evans Sikabbubba stated that, the Integrated Development Plan is a critical tool in the decentralization process as it provides a coherent participatory and evidence based frame work, for guiding development in our districts over a medium and long term period. “Citizen’s Version IDPs are particularly important because they make the IDP accessible and understandable, to all stakeholders especially community members who are the core beneficiaries of development initiatives. Simplifying and translating the technical details of the IDPs into a format that the public can easily engage with will foster citizen participation, inclusivity and accountability in our planning and implementing processes,” he stated. The Deputy Permanent Secretary further reiterated that the development of Citizen’s Version IDPs demonstrates Government’s commitment to ensuring that all provinces are fully engaged in planning processes, thereby strengthening citizen participation, accountability and inclusive development across the country. During the Workshops, Local Authorities submitted their completed draft Citizen’s Version IDPs for finalization after which approval, distribution and sensitization to the general public will follow. In attendance was the Director of Physical Planning from the Ministry of Local Government and Rural Development, representatives of the Provincial Local Government Officers for Northern and Luapula Provinces, Provincial Planners, UNICEF, Principals and various key officers from Local Authorities in Northern and Luapula Provinces. Presentation in progress. Presentation in progress. Presentation in progress. Presentation in progress. Luapula Province Deputy Permanent Secretary opening the CVIDP Backstopping Workshop in Mansa. Principal Officers and key officers from Northern and Luapula Provinces attending the CVIDP Backstopping Workshop in Mansa.|2898|post
